股票代码,股票简称,流通市值,最新价,最新涨跌幅,所属同花顺行业,行业概念,事件概念,交易概念
002538.SZ,司尔特,77.3,9.27,0.433,基础化工-化学制品-复合肥,"生态农业,磷化工,化肥,铁矿石,磷酸铁锂,磷酸一铵","农村电商,民营医院,乡村振兴","融资融券,转融券标的,半年报预增"
600390.SH,五矿资本,208.71,4.64,0.433,非银金融-保险及其他-多元金融,融资租赁,"地方国资改革,央企国资改革","创投,融资融券,转融券标的,参股券商,期货,信托,优先股,参股保险"
605168.SH,三人行,43.41,98.10,0.430,传媒-传媒-广告营销,"数字营销,大数据",,"富时罗素,参股券商,沪股通"
300983.SZ,尤安设计,10.47,32.72,0.430,建筑装饰-建筑装饰-工程咨询服务,,新型城镇化,"融资融券,转融券标的,送转填权"
833523.BJ,德瑞锂电,6.61,14.04,0.429,电力设备-电力设备-电池,锂电池,,
000807.SZ,云铝股份,292.74,9.39,0.428,有色金属-工业金属-铝,"工业互联网,新能源汽车,碳交易,氧化铝,有色铝,涉矿,通信基站,燃料电池","电力改革,地方国资改革,央企国资改革,俄乌冲突","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
300475.SZ,香农芯创,88.62,21.10,0.428,电子-其他电子-其他电子Ⅲ,"航空航天,工业机器人,家用电器,集成电路,机器人",,
002709.SZ,天赐材料,992.09,51.79,0.427,电力设备-电力设备-电池,"锂电池,氟化工,动力电池回收,氢氟酸,正极材料,电解液,新材料,固态电池,磷酸铁锂,六氟磷酸锂,有机硅,钠离子电池","宁德时代,特斯拉","深股通,半年报预增,富时罗素,融资融券,转融券标的,标普道琼斯A股,送转填权,MSCI,富时罗素股"
688139.SH,海尔生物,125.63,68.14,0.427,医药生物-医疗器械-医疗设备,"生物安全,疫苗存储,医疗器械",,"富时罗素,融资融券,转融券标的,沪股通"
002601.SZ,龙佰集团,306.14,18.99,0.423,基础化工-化学原料-钛白粉,"锂电池,忆阻器,钒电池,氢能源,新能源,石墨电极,天然气,磷酸铁锂,钛白粉,小额贷款",,"深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
603393.SH,新天然气,80.72,21.46,0.421,石油石化-油气开采及服务-油气开采,"煤层气,天然气",俄乌冲突,"融资融券,转融券标的,标普道琼斯A股,沪股通"
002841.SZ,视源股份,303.54,67.28,0.418,电子-消费电子-品牌消费电子,"超清视频,人工智能,在线教育,云办公,智能穿戴,智能家居",小米,"深股通,半年报预增,富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
000726.SZ,鲁泰A,41.23,7.23,0.417,纺织服装-纺织制造-棉纺,"C2M,生物疫苗,口罩,棉纱,电子商务,职业教育",新零售,"半年报预增,人民币贬值受益,B转H,融资融券,转融券标的,证金持股"
688265.SH,南模生物,11.55,62.56,0.417,医药生物-医疗服务-医疗研发外包,,,"新股与次新股,融资融券,转融券标的,科创次新股"
002437.SZ,誉衡药业,52.87,2.42,0.415,医药生物-化学制药-化学制剂,"创新药,基因测序,阿糖胞苷,生物医药,多肽药,抗癌,互联网金融,单抗,互联网保险,肝炎",民营医院,"融资融券,转融券标的,标普道琼斯A股,参股新三板"
603588.SH,高能环境,151.38,12.13,0.414,环保-环保-固废治理,"金属回收,生物质能发电,铟,固废处理,污水处理,垃圾发电,医疗废物处理,节能环保,土壤修复","PPP,一带一路,美丽中国","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,富时罗素股"
300723.SZ,一品红,35.05,26.66,0.414,医药生物-化学制药-化学制剂,"生物疫苗,肝炎,儿童医药医疗,板蓝根","三胎,猴痘,流感,医保目录",深股通
601668.SH,中国建筑,1984.6,4.86,0.413,建筑装饰-建筑装饰-房屋建设,"海绵城市,绿色建筑,装配式建筑,基建工程,数字孪生,地下管网","棚户区改造,一带一路,地方国资改革,方舱医院,PPP,央企国资改革","富时罗素,央企控股,融资融券,转融券标的,沪股通,标普道琼斯A股,中字头股票,MSCI,证金持股,富时罗素股"
002972.SZ,科安达,9.97,17.01,0.413,交运设备-非汽车交运-轨交设备,轨道交通,专精特新,
002064.SZ,华峰化学,146.12,7.30,0.413,基础化工-化工合成材料-氨纶,"可降解塑料,氨纶",,"深股通,参股民营银行,富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
600103.SH,青山纸业,56.26,2.44,0.412,轻工制造-造纸-造纸Ⅲ,"5G,造纸转暖,纸浆,中医药","海峡两岸,地方国资改革,福建土改,林场改革","人民币升值,参股新三板"
689009.SH,九号公司,273.78,53.80,0.411,交运设备-非汽车交运-其他交运设备,"机器人,两轮车",小米,"融资融券,转融券标的"
000786.SZ,北新建材,454.65,26.91,0.410,建筑材料-建筑材料-其他建材,"绿色建筑,装配式建筑,岩棉,绿色消费,保障房","中材系,地方国资改革,央企国资改革","深股通,富时罗素,融资融券,转融券标的,参股新三板,标普道琼斯A股,MSCI,富时罗素股"
600901.SH,江苏租赁,145.39,4.90,0.410,非银金融-保险及其他-多元金融,融资租赁,地方国资改革,"融资融券,转融券标的,富时罗素股,标普道琼斯A股"
002890.SZ,弘宇股份,13.18,19.66,0.409,机械设备-专用设备-农用机械,农机,"专精特新,乡村振兴",
000789.SZ,万年青,78.22,9.81,0.409,建筑材料-建筑材料-水泥,水泥,地方国资改革,"深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
603818.SH,曲美家居,42.72,7.36,0.409,轻工制造-家用轻工-家具,,工业4.0,养老金持股
601766.SH,中国中车,1199.36,4.93,0.407,交运设备-非汽车交运-轨交设备,"融资租赁,高铁,铁路基建,轨道交通,新能源汽车,风电,磁悬浮,高端装备,活性炭,有轨电车,电机电控,燃料电池,IGBT","一带一路,地方国资改革,铁路混改,PPP,央企国资改革,联通混改","富时罗素,央企控股,融资融券,转融券标的,沪股通,标普道琼斯A股,中字头股票,MSCI,证金持股,富时罗素股,参股保险"
832278.BJ,鹿得医疗,3.6,4.93,0.407,医药生物-医疗器械-医疗设备,医疗器械,,
601000.SH,唐山港,146.96,2.48,0.405,交通运输-港口航运-港口,,地方国资改革,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,证金持股,富时罗素股"
832225.BJ,利通科技,2.87,4.98,0.403,基础化工-化工合成材料-其他橡胶制品,,,"高送转预期,半年报预增"
002936.SZ,郑州银行,151.36,2.49,0.403,银行-银行-城商行,,,"深股通,富时罗素,标普道琼斯A股,MSCI,富时罗素股"
000609.SZ,中迪投资,14.6,5.00,0.402,房地产-房地产开发-住宅开发,"高铁,轨道交通,磷化工,互联网金融,融资租赁",,"创投,壳资源,摘帽,参股新三板,北交所"
600751.SH,海航科技,64.33,2.50,0.402,电子-其他电子-其他电子Ⅲ,"人工智能,航运,云计算","商汤科技,一带一路,海航系","融资融券,转融券标的"
002264.SZ,新华都,30.91,5.01,0.401,传媒-传媒-广告营销,"体育用品,赛马,商超百货,网络直播,体育产业,电子商务,互联网彩票","新零售,阿里巴巴,网红经济",半年报预增
002733.SZ,雄韬股份,64.18,17.57,0.400,电力设备-电力设备-电池,"锂电池,石墨烯,铝离子电池,氢能源,储能,动力电池回收,能源互联网,5G,固态电池,磷酸铁锂,质子交换膜,燃料电池",,"深股通,半年报预增,富时罗素,融资融券,转融券标的,富时罗素股"
600015.SH,华夏银行,644.98,5.03,0.399,银行-银行-股份制银行,跨境支付（CIPS）,,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,证金持股,富时罗素股,优先股"
688052.SH,纳芯微,98.14,454.80,0.397,电子-半导体及元件-集成电路设计,"汽车芯片,传感器,集成电路,芯片",,"新股与次新股,融资融券,转融券标的,科创次新股"
601992.SH,金隅集团,211.69,2.54,0.395,建筑材料-建筑材料-水泥,"工业用地,水泥,物业管理","冬奥会,中央政务区,棚户区改造,土地增值,地方国资改革","富时罗素,债转股(AMC),融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,证金持股,富时罗素股"
300748.SZ,金力永磁,304.78,43.32,0.394,有色金属-金属新材料-磁性材料,"新能源汽车,风电,稀土永磁",特斯拉,"深股通,半年报预增,富时罗素,融资融券,转融券标的,MSCI,富时罗素股"
870299.BJ,灿能电力,1.18,5.10,0.394,电力设备-电力设备-电气自控设备,,,新股与次新股
301007.SZ,德迈仕,19.66,15.45,0.390,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,氢能源,无人驾驶,汽车热管理,燃料电池","比亚迪,特斯拉,理想汽车,专精特新,华为汽车,国产替代,小鹏汽车,航天军工","融资融券,转融券标的"
600350.SH,山东高速,248.6,5.15,0.390,交通运输-公路铁路运输-高速公路,涉矿,"一带一路,地方国资改革,国家科技大会","富时罗素,参股银行,融资融券,转融券标的,沪股通,标普道琼斯A股,参股券商,富时罗素股"
002347.SZ,泰尔股份,19.43,5.19,0.387,机械设备-通用设备-金属制品,"锂电池,新能源汽车,激光,工业机器人,动力电池回收,锂电设备,透明工厂,机器人,3D打印,超级电容",军工,创投
600787.SH,中储股份,112.84,5.20,0.386,交通运输-物流-物流Ⅲ,"物流电商平台,小额贷款,智能物流,冷链物流","诚通系,双十一,京东金融,地方国资改革,统一大市场,央企国资改革","半年报预增,富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,中字头股票,证金持股,富时罗素股"
600019.SH,宝钢股份,1139.95,5.22,0.385,黑色金属-钢铁-普钢,"稀缺煤,互联网钢铁,石墨电极,铌,核电","西气东输,地方国资改革,央企国资改革,特斯拉","富时罗素,参股银行,央企控股,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,证金持股,富时罗素股"
300973.SZ,立高食品,55.91,78.70,0.383,食品饮料-食品加工制造-休闲食品,,,"深股通,融资融券,转融券标的"
002481.SZ,双塔食品,86.42,7.86,0.383,农林牧渔-农产品加工-其他农产品加工,"人造肉,预制菜,海底捞,燃料乙醇",地方国资改革,"深股通,人民币贬值受益,富时罗素,融资融券,转融券标的,富时罗素股"
601010.SH,文峰股份,48.6,2.63,0.382,商贸零售-零售-百货零售,,,"徐翔股,融资融券,转融券标的,参股券商"
300865.SZ,大宏立,5.8,21.20,0.379,机械设备-专用设备-能源及重型设备,,"新型城镇化,一带一路","融资融券,转融券标的"
002851.SZ,麦格米特,120.1,29.26,0.377,电力设备-电力设备-其他电源设备,"光伏,第三代半导体,新能源汽车,风电,智能家居,碳化硅,柔性屏,北汽新能源,充电桩",工业4.0,"深股通,富时罗素,富时罗素股,标普道琼斯A股"
600876.SH,洛阳玻璃,91.9,24.03,0.376,电力设备-电力设备-光伏设备,"太阳能,光伏,玻璃,特种玻璃,光伏玻璃,触摸屏","中材系,地方国资改革,央企国资改革","沪股通,标普道琼斯A股"
300988.SZ,津荣天宇,13.17,26.68,0.376,机械设备-专用设备-其他专用设备,"新能源汽车,汽车热管理,光伏,储能","一带一路,比亚迪","融资融券,转融券标的,送转填权"
837212.BJ,智新电子,4.21,8.08,0.373,电子-消费电子-消费电子零部件及组装,汽车电子,,
833509.BJ,同惠电子,7.25,13.45,0.373,机械设备-仪器仪表-仪器仪表Ⅲ,,,
600170.SH,上海建工,240.42,2.70,0.372,建筑装饰-建筑装饰-房屋建设,"黄金,住房租赁,装配式建筑,水利,土壤修复,保障房,涉矿,核电,光伏建筑一体化","迪士尼,碳中和,一带一路,地方国资改革,方舱医院,PPP","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,参股券商,MSCI,证金持股,富时罗素股"
600159.SH,大龙地产,22.49,2.71,0.370,房地产-房地产开发-住宅开发,,"中央政务区,地方国资改革",参股银行
600720.SH,祁连山,84.21,10.85,0.370,建筑材料-建筑材料-水泥,"水泥,工程建材","循环经济,一带一路,地方国资改革,央企国资改革,中材系","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,富时罗素股"
002198.SZ,嘉应制药,27.56,5.43,0.370,医药生物-中药-中药Ⅲ,"抗癌,中医药",,"融资融券,转融券标的"
601609.SH,金田股份,49.43,8.15,0.370,有色金属-工业金属-铜,"稀土永磁,村镇银行,新能源汽车,扁线电机,特高压","比亚迪,特斯拉",
601212.SH,白银有色,201.41,2.72,0.369,有色金属-工业金属-铜,"锂电池,金属铅,钼,黄金,铜冶炼,小金属,金属铜,涉矿,金属锌",,"融资融券,转融券标的"
601997.SH,贵阳银行,193.68,5.44,0.369,银行-银行-城商行,,,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,证金持股,富时罗素股,优先股"
600191.SH,*ST华资,26.43,5.45,0.368,农林牧渔-农产品加工-其他农产品加工,"甘蔗废料利用,调味品,白糖",,"参股券商,参股银行,ST板块"
688289.SH,圣湘生物,80.17,27.40,0.366,医药生物-医疗器械-体外诊断,"体外诊断,肝炎","猴痘,新冠检测,流感,专精特新","融资融券,转融券标的,沪股通"
000927.SZ,中国铁物,103.48,2.75,0.365,交通运输-物流-物流Ⅲ,"新能源汽车,铁路基建,充电桩,水泥","一带一路,地方国资改革,统一大市场,中铁系,央企国资改革","深股通,中字头股票,央企控股"
600675.SH,中华企业,168.25,2.76,0.364,房地产-房地产开发-住宅开发,工业用地,"土地流转,土地增值,地方国资改革,迪士尼","富时罗素,融资融券,转融券标的,标普道琼斯A股,MSCI,富时罗素股"
688195.SH,腾景科技,22.8,30.41,0.363,电子-光学光电子-光学元件,"无人驾驶,光纤",华为,"融资融券,转融券标的"
600998.SH,九州通,209.12,11.16,0.360,医药生物-医药商业-医药商业Ⅲ,"冷链物流,互联网医疗,医药电商,空气净化,医疗器械","健康中国,辉瑞","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股,优先股"
002442.SZ,龙星化工,26.94,5.58,0.360,基础化工-化工合成材料-炭黑,"白炭黑,煤化工,绿色轮胎,铁矿石,脱硫脱硝,炭黑",,
601678.SH,滨化股份,114.63,5.57,0.360,基础化工-化学原料-氯碱,"锂电池,消毒剂,煤化工,环氧丙烷,绿色建筑,氢能源,氟化工,氢氟酸,制冷剂,液氯,烧碱,小额贷款,燃料电池",军民融合,"富时罗素,参股银行,融资融券,转融券标的,标普道琼斯A股,富时罗素股,参股保险"
600839.SH,四川长虹,130.14,2.82,0.356,家用电器-黑色家电-彩电,"超清视频,人工智能,物联网,智能终端,钒电池,工业互联网,智能电视,OLED,磁悬浮,数字电视,家用电器,区块链应用,网络电视,网络直播,区块链,机器人,芯片,TMT","军民融合,地方国资改革,军工,三网融合","融资融券,转融券标的"
600761.SH,安徽合力,83.71,11.31,0.355,机械设备-专用设备-工程机械,高端装备,地方国资改革,"融资融券,转融券标的,证金持股"
601966.SH,玲珑轮胎,384.73,28.26,0.355,交运设备-汽车零部件-汽车零部件Ⅲ,"体育产业,汽车制造",比亚迪,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
688025.SH,杰普特,31.22,56.80,0.353,机械设备-自动化设备-激光设备,"集成电路,光伏,钙钛矿电池","比亚迪,苹果,宁德时代,专精特新,华为","融资融券,转融券标的"
834765.BJ,美之高,1.17,5.70,0.352,轻工制造-家用轻工-家具,,,
601188.SH,龙江交通,38.03,2.89,0.347,交通运输-公路铁路运输-高速公路,,"宁德时代,地方国资改革",
002285.SZ,世联行,58.22,2.89,0.347,房地产-房地产服务-房地产服务Ⅲ,"REITs,共享办公,养老,物业管理,小额再贷款,工业用地","恒大,共享经济,大消费,地方国资改革,租售同权","深股通,富时罗素,融资融券,转融券标的,参股新三板,标普道琼斯A股,富时罗素股"
600017.SH,日照港,89.19,2.90,0.346,交通运输-港口航运-港口,免税店,"一带一路,地方国资改革","融资融券,转融券标的,证金持股"
688656.SH,浩欧博,6.01,34.80,0.346,医药生物-医疗器械-体外诊断,体外诊断,,"融资融券,转融券标的"
300799.SZ,左江科技,25.68,79.11,0.343,计算机-计算机应用-软件开发,"芯片,网络安全","东数西算（算力）,军工",深股通
600227.SH,圣济堂,37.83,2.96,0.339,基础化工-化学制品-氮肥,"仿制药一致性评价,化肥,硫磺,煤化工,尿素,细胞免疫治疗,生物医药,中医药,干细胞,阿尔茨海默,保健品,抗癌,硫酸铵,医疗器械,抗肿瘤,甲醇",民营医院,"创投,参股民营银行"
600020.SH,中原高速,66.52,2.96,0.339,交通运输-公路铁路运输-高速公路,"充电桩,文化传媒",地方国资改革,"富时罗素,参股银行,创投,债转股(AMC),融资融券,转融券标的,标普道琼斯A股,信托,富时罗素股,参股保险"
000590.SZ,启迪药业,21.35,8.92,0.338,医药生物-中药-中药Ⅲ,"高校,中医药,保健品","健康中国,医保目录",
601568.SH,北元集团,151.98,5.97,0.336,基础化工-化学原料-氯碱,"煤化工,新能源,分布式发电,水泥,PVC,烧碱","循环经济,地方国资改革",
000559.SZ,万向钱潮,165.18,6.00,0.334,交运设备-汽车零部件-汽车零部件Ⅲ,"工业互联网,MCU芯片,北汽新能源,电机电控,电动汽车,芯片","工业4.0,比亚迪,军工","深股通,国开行,富时罗素,融资融券,转融券标的,标普道琼斯A股,参股民营银行,参股万达商业,富时罗素股"
600351.SH,亚宝药业,46.2,6.00,0.334,医药生物-中药-中药Ⅲ,"幽门螺杆菌,创新药,儿童医药医疗,仿制药一致性评价,中医药,阿糖胞苷,生物医药,胰岛素","医保目录,医疗改革,流感,新冠治疗,三胎","融资融券,转融券标的"
600688.SH,上海石化,221.33,3.02,0.332,石油石化-石油加工贸易-石油加工,"线型,碳纤维,氢能源,聚丙烯,航运,燃料电池","油品改革,地方国资改革,两桶油改革,央企国资改革","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
000776.SZ,广发证券,897.36,15.16,0.331,非银金融-证券-证券Ⅲ,"互联网券商,互联网金融",,"深股通,富时罗素,融资融券,转融券标的,参股新三板,标普道琼斯A股,期货,MSCI,参股基金,富时罗素股"
601825.SH,沪农商行,58.64,6.08,0.330,银行-银行-农商行,,,"新股与次新股,沪股通,核准制次新股"
002239.SZ,奥特佳,98.59,3.04,0.330,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,储能,北汽新能源,涉矿,汽车热管理","蔚来汽车,比亚迪,特斯拉,恒大,宁德时代,理想汽车,华为汽车","深股通,融资融券,转融券标的"
002673.SZ,西部证券,250.66,6.10,0.329,非银金融-证券-证券Ⅲ,,地方国资改革,"深股通,富时罗素,融资融券,转融券标的,参股新三板,标普道琼斯A股,期货,MSCI,参股基金,富时罗素股"
600865.SH,百大集团,34.58,9.19,0.328,商贸零售-零售-百货零售,共享医院,"新零售,蚂蚁金服,共享经济,金改",信托
603098.SH,森特股份,164.87,30.60,0.328,建筑装饰-建筑装饰-专业工程,"光伏,绿色建筑,噪声防治,土壤修复,光伏建筑一体化",专精特新,标普道琼斯A股
688819.SH,天能股份,51.21,39.85,0.327,电力设备-电力设备-电池,"锂电池,石墨烯,新能源汽车,氢能源,储能,铅蓄电池,正极材料,两轮车,磷酸铁锂,燃料电池",,"融资融券,转融券标的"
836260.BJ,中寰股份,2.18,6.15,0.326,机械设备-自动化设备-工控设备,,,"新股与次新股,送转填权"
832089.BJ,禾昌聚合,4.52,9.28,0.324,基础化工-化工合成材料-改性塑料,,,新股与次新股
603601.SH,再升科技,63.03,6.19,0.324,建筑材料-建筑材料-玻璃玻纤,"口罩,节能环保,生物安全,空气净化,新材料,PM2.5,建筑节能",,"融资融券,转融券标的,沪股通"
600533.SH,栖霞建设,32.66,3.11,0.323,房地产-房地产开发-住宅开发,"新能源汽车,REITs,互联网金融,电子商务",棚户区改造,"参股银行,独角兽,融资融券,转融券标的,参股新三板"
600177.SH,雅戈尔,284.45,6.23,0.322,纺织服装-服装家纺-服装,"互联网金融,养老,工业大麻,电子商务","新零售,银联","半年报预增,富时罗素,参股银行,融资融券,转融券标的,沪股通,MSCI,富时罗素股,参股保险"
603283.SH,赛腾股份,50.66,28.09,0.321,机械设备-自动化设备-工控设备,"锂电池,新能源汽车,芯片封装测试,集成电路,无线耳机,芯片","工业4.0,苹果,特斯拉","沪股通,标普道琼斯A股"
601928.SH,凤凰传媒,159.82,6.28,0.320,传媒-传媒-出版,"新媒体,平面媒体,云印刷,在线教育,虚拟现实,云计算,数据中心,VR平台,大数据,网络游戏,职业教育,文化传媒,手机游戏","蚂蚁金服,地方国资改革","融资融券,转融券标的"
300856.SZ,科思股份,27.75,47.05,0.320,美容护理-美容护理-化妆品,化妆护肤品,,"送转填权,人民币贬值受益"
300990.SZ,同飞股份,20.64,88.19,0.319,机械设备-通用设备-制冷空调设备,"换电,节能减排,新能源汽车,氢能源,激光,储能,高端装备",专精特新,"融资融券,转融券标的,送转填权"
002740.SZ,ST爱迪尔,11.64,3.15,0.319,轻工制造-家用轻工-饰品,"奢侈品,区块链,供应链金融","新零售,抖音小店",ST板块
300611.SZ,美力科技,15.38,12.63,0.318,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,汽车制造","蔚来汽车,比亚迪,特斯拉,理想汽车,专精特新,滴滴股",创业板重组松绑
300127.SZ,银河磁体,43.26,19.00,0.317,有色金属-金属新材料-磁性材料,"永磁高铁,超级高铁,稀土永磁",特斯拉,深股通
301063.SZ,海锅股份,6.01,28.52,0.317,电力设备-电力设备-风电设备,"风电,油气开采,海工装备,核电,油气装备",专精特新,"新股与次新股,融资融券,转融券标的,注册制次新股"
688360.SH,德马科技,12.06,28.59,0.316,机械设备-通用设备-其他通用设备,"智能制造,智能物流","统一大市场,华为,专精特新","融资融券,转融券标的"
839680.BJ,广道高新,3.63,9.55,0.315,计算机-计算机应用-软件开发,大数据,,新股与次新股
600114.SH,东睦股份,59.97,9.73,0.309,机械设备-通用设备-金属制品,"消费电子,3D打印,燃料电池","苹果,小米,华为,特斯拉","国际板,标普道琼斯A股"
601882.SH,海天精工,119.02,22.80,0.308,机械设备-通用设备-机床工具,"工业母机,高端装备",,"沪股通,半年报预增"
300818.SZ,耐普矿机,12.56,39.40,0.306,机械设备-通用设备-磨具磨料,"新材料,高端装备","宁德时代,一带一路,专精特新","高送转预期,半年报预增,人民币贬值受益"
000078.SZ,海王生物,85.98,3.28,0.306,医药生物-医药商业-医药商业Ⅲ,"仿制药一致性评价,中医药,生物疫苗,口罩,多肽药,冷链物流,抗癌,MERS,国产伟哥,医疗器械,抗肿瘤,登革热,防辐射","医保目录,健康中国,医疗改革,流感,禽流感","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
002997.SZ,瑞鹄模具,33.79,29.52,0.306,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,机器人,一体化压铸,北汽新能源","蔚来汽车,理想汽车,专精特新,华为汽车,小鹏汽车",
002948.SZ,青岛银行,99.3,3.29,0.305,银行-银行-城商行,,,"深股通,富时罗素,富时罗素股,标普道琼斯A股"
600529.SH,山东药玻,156.83,26.36,0.304,医药生物-医疗器械-医疗耗材,"玻璃,医疗器械,疫苗存储,食品包装",地方国资改革,"融资融券,转融券标的,养老金持股,沪股通"
300469.SZ,信息发展,24.44,13.22,0.304,计算机-计算机应用-软件开发,"卫星导航,虚拟现实,区块链应用,电子政务,区块链,数据存储,工业大麻","腾讯,国产软件,数字乡村,数字中国,阿里巴巴,药品信息化追溯,央企国资改革,食品安全",
301177.SZ,迪阿股份,20.51,56.26,0.303,轻工制造-家用轻工-饰品,黄金,"新零售,抖音","新股与次新股,融资融券,转融券标的,注册制次新股"
300453.SZ,三鑫医疗,27.37,10.00,0.301,医药生物-医疗器械-医疗耗材,"医疗器械,口罩",健康中国,创业板重组松绑
834021.BJ,流金岁月,8.03,3.39,0.296,传媒-传媒-有线电视网络,白酒,冬奥会,
600928.SH,西安银行,103.16,3.41,0.294,银行-银行-城商行,"金融科技,跨境支付（CIPS）,村镇银行",地方国资改革,"富时罗素,融资融券,转融券标的,富时罗素股"
600916.SH,中国黄金,113.13,13.76,0.292,轻工制造-家用轻工-饰品,"白银,黄金,电子商务","地方国资改革,央企国资改革","融资融券,转融券标的,中字头股票,沪股通"
605117.SH,德业股份,280.27,345.00,0.291,家用电器-白色家电-其他白色家电,"家用电器,光伏,储能,空气净化",,"沪股通,半年报预增,养老金持股,MSCI"
002418.SZ,康盛股份,39.42,3.47,0.289,家用电器-白色家电-其他白色家电,"锂电池,石墨烯,新能源汽车,新能源物流车,氢能源,汽车热管理,燃料电池,超级电容",冬奥会,
605198.SH,德利股份,17.42,20.80,0.289,食品饮料-饮料制造-软饮料,,乡村振兴,"沪股通,半年报预增"
000623.SZ,吉林敖东,162.06,13.98,0.287,医药生物-中药-中药Ⅲ,"中医药,口罩,铁矿石,抗癌,人参,肝炎","医疗改革,新冠治疗,流感,医保目录","深股通,富时罗素,融资融券,转融券标的,参股券商,标普道琼斯A股,MSCI,富时罗素股"
600151.SH,航天机电,150.88,10.52,0.286,电力设备-电力设备-光伏设备,"太阳能,光伏,月球车,分布式发电,多晶硅,光热","军民融合,地方国资改革,航天系,航天军工,央企国资改革","融资融券,转融券标的"
000712.SZ,锦龙股份,126.95,14.18,0.283,非银金融-证券-证券Ⅲ,,,"深股通,富时罗素,融资融券,转融券标的,参股券商,标普道琼斯A股,期货,富时罗素股,参股保险"
600971.SH,恒源煤电,85.2,7.10,0.283,煤炭-煤炭开采加工-煤炭开采,"融资租赁,动力煤,煤炭","油价上调,地方国资改革","半年报预增,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
600153.SH,建发股份,301.1,10.62,0.283,交通运输-物流-物流Ⅲ,"造纸转暖,白酒,纸浆,电子商务","海峡两岸,地方国资改革","养老金持股,富时罗素,参股银行,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
600000.SH,浦发银行,2081.07,7.09,0.283,银行-银行-股份制银行,跨境支付（CIPS）,,"富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,信托,证金持股,富时罗素股,优先股"
603908.SH,牧高笛,64.13,96.16,0.282,纺织服装-服装家纺-鞋帽及其他,"体育产业,电子商务",露营经济,"半年报预增,人民币贬值受益"
300470.SZ,中密控股,78.16,39.72,0.278,机械设备-通用设备-其他通用设备,核电,军工,"深股通,参股新三板"
605599.SH,菜百股份,8.44,10.85,0.277,轻工制造-家用轻工-饰品,"网络直播,黄金,电子商务","冬奥纪念品,冬奥会,地方国资改革","核准制次新股,新股与次新股"
603169.SH,兰石重装,94.84,7.26,0.276,机械设备-专用设备-能源及重型设备,"锂电池,光伏,煤化工,氢能源,高端装备,天然气,基建工程,正极材料,节能环保,磷酸铁锂,超超临界发电,机器人,核电","一带一路,地方国资改革,军工","半年报预增,融资融券,转融券标的,富时罗素股"
688355.SH,明志科技,7.55,21.92,0.275,机械设备-通用设备-金属制品,"工业母机,高端装备",,"融资融券,转融券标的"
688180.SH,君实生物,251.06,58.31,0.275,医药生物-生物制品-其他生物制品,"创新药,生物医药,抗癌,单抗,抗肿瘤",新冠治疗,"富时罗素,融资融券,转融券标的,沪股通"
601003.SH,柳钢股份,94.05,3.67,0.273,黑色金属-钢铁-普钢,,地方国资改革,"养老金持股,富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,富时罗素股"
002609.SZ,捷顺科技,32.74,7.35,0.273,计算机-计算机应用-IT服务,"智慧停车,人工智能,物联网,智能交通,无感支付,充电桩","蚂蚁金服,迪士尼,联想,疫情监测,智慧城市","深股通,分拆上市意愿,富时罗素股"
600545.SH,卓郎智能,69.94,3.69,0.272,机械设备-专用设备-纺织服装设备,,"工业4.0,一带一路","人民币贬值受益,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
688192.SH,迪哲医药,10.04,25.87,0.271,医药生物-化学制药-化学制剂,,,"新股与次新股,融资融券,转融券标的,科创次新股"
603689.SH,皖天然气,35.0,7.44,0.270,公用事业-燃气-燃气Ⅲ,天然气,地方国资改革,
